# gene_name	gene_id	chr_hg38	start_hg38	end_hg38	strand_hg38	tss_hg38	LociDriverhg38	DisttoTSS	ISM	SumISMPearsonRtoCAGE,adult,brain	DriverPearsonRtoCAGE,adult,brain	DecreasedFractionofSumPearsonRWithoutDrivertoCAGE,adult,brain	IncreasedFractionofSumPearonRbyrankedDrivertoCAGE,adult,brain	NIndividualsWithSNV	FractionIndividualsWithSNV	IsMainDriver	ISMFractionofISMmaxinSNV	eQTL	maxeQTLgene	PearsonRGenotypetoObs	RefseqforwardCAGE,adult,brain	MaxISM+-1000TSS	StdISM+-1000ISM
HELB	ENSG00000127311	12	66302545	66347645	+	66302545	66302475	-70	0.59512	0.99	0.98	0.01	1.0	890	76.7	True	1.0	0.331588	2.815804	0.4205	2.6539145	1.5742617845535278	0.1241558571252677
TAS2R4	ENSG00000127364	7	141778442	141780819	+	141778442	141779000	558	0.00116	0.96	0.95	0.26	0.92	869	74.8	True	0.622	0.289379	1.722957	0.4629	0.033556543	0.00640685111284256	0.000722246689752034
TAS2R4	ENSG00000127364	7	141778442	141780819	+	141778442	141864980	86538	-0.00059	0.96	0.92	0.07	0.15	922	79.4	False	-0.315	-0.279005	1.722957	-0.4385	0.033556543	0.00640685111284256	0.000722246689752034
METTL25	ENSG00000127720	12	82358497	82479236	+	82358497	82358301	-196	0.20777	0.91	0.15	0.03	0.14	42	3.6	False	0.167	-0.15363	1.660651	-0.0752	16.123825	16.123825073242188	12.361068888540839
METTL25	ENSG00000127720	12	82358497	82479236	+	82358497	82358780	283	0.13403	0.91	0.75	0.0	0.1	197	17.0	False	0.108	-0.075482	1.660651	-0.0851	16.123825	16.123825073242188	12.361068888540839
METTL25	ENSG00000127720	12	82358497	82479236	+	82358497	82358854	357	-0.16298	0.91	0.67	0.04	0.56	1134	97.7	True	-0.131	0.161484	1.660651	0.2151	16.123825	16.123825073242188	12.361068888540839
EMC4	ENSG00000128463	15	34224999	34230156	+	34224999	34224794	-205	-4.23253	0.93	0.74	0.21	0.85	225	19.4	True	-0.623	-0.177919	0.832725	-0.3675	74.863625	24.26064682006836	1.4014808634855103
EMC4	ENSG00000128463	15	34224999	34230156	+	34224999	34229739	4740	-3.18488	0.93	0.92	0.13	0.2	294	25.3	False	-0.469	-0.007935	0.832725	-0.0174	74.863625	24.26064682006836	1.4014808634855103
KNSTRN	ENSG00000128944	15	40382721	40394246	+	40382721	40382954	233	1.54495	0.98	0.96	0.21	0.98	273	23.5	True	1.0	0.584681	1.147415	0.76	8.136657	4.755192756652832	0.3538142541726139
ANAPC13	ENSG00000129055	3	134477706	134486716	-	134486716	134486385	-331	-0.03633	0.98	0.99	0.57	1.01	1044	89.9	True	-0.483	0.095314	0.949114	0.2846	0.7766409	1.4814720153808594	0.17956939265936228
ANAPC13	ENSG00000129055	3	134477706	134486716	-	134486716	134488235	1519	-0.02969	0.98	0.99	0.29	0.33	1043	89.8	False	-0.394	0.094699	0.949114	0.2829	0.7766409	1.4814720153808594	0.17956939265936228
QRSL1	ENSG00000130348	6	106629578	106668417	+	106629578	106629627	49	-1.11632	0.94	0.94	0.54	0.93	737	63.5	True	-0.944	-0.182627	0.845338	-0.5524	15.013421	6.309708595275879	0.38314318143493786
RSPH3	ENSG00000130363	6	158972871	159000187	-	159000187	158997113	-3074	0.01343	0.8	0.83	0.07	0.08	185	15.9	False	0.015	0.047889	0.742513	0.0936	0.722318	4.899338901042938	0.0900696376255357
RSPH3	ENSG00000130363	6	158972871	159000187	-	159000187	158999770	-417	-0.04541	0.8	0.8	-0.01	0.06	45	3.9	False	-0.051	-0.316172	0.742513	-0.3136	0.722318	4.899338901042938	0.0900696376255357
RSPH3	ENSG00000130363	6	158972871	159000187	-	159000187	159000008	-179	-0.04581	0.8	0.75	-0.01	0.14	45	3.9	False	-0.052	-0.316172	0.742513	-0.3136	0.722318	4.899338901042938	0.0900696376255357
RSPH3	ENSG00000130363	6	158972871	159000187	-	159000187	159000151	-36	0.13798	0.8	0.63	0.31	0.44	61	5.3	True	0.155	0.064701	0.742513	0.0745	0.722318	4.899338901042938	0.0900696376255357
RSPH3	ENSG00000130363	6	158972871	159000187	-	159000187	159000201	14	0.88887	0.8	0.28	0.07	0.35	1	0.1	False	1.0	0.346031	0.742513	0.0574	0.722318	4.899338901042938	0.0900696376255357
PGPEP1	ENSG00000130517	19	18340587	18369950	+	18340587	18340571	-16	-2.59585	0.95	0.94	0.36	0.98	572	49.3	True	-1.0	-0.127865	1.208243	-0.2979	17.948576	7.143580436706543	0.5528213878295682
ZNF132	ENSG00000131849	19	58432814	58440222	-	58440222	58439729	-493	-0.09205	0.97	0.96	0.07	0.07	440	37.9	False	-0.166	-0.1111	1.23114	-0.2617	3.6244082	3.100800037384033	0.1330506576071523
ZNF132	ENSG00000131849	19	58432814	58440222	-	58440222	58439756	-466	-0.55293	0.97	0.86	1.71	0.89	858	73.9	True	-1.0	-0.064134	1.23114	-0.1928	3.6244082	3.100800037384033	0.1330506576071523
IMMT	ENSG00000132305	2	86143932	86195770	-	86195770	86195670	-100	-0.24893	0.86	0.99	2.03	1.06	931	80.2	True	-0.942	-0.066964	0.656735	-0.2092	0.5085885	6.232986748218536	0.08835684144206672
IMMT	ENSG00000132305	2	86143932	86195770	-	86195770	86195822	52	-0.08888	0.86	0.98	0.78	0.23	896	77.2	False	-0.336	-0.058388	0.656735	-0.1845	0.5085885	6.232986748218536	0.08835684144206672
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10629567	-68808	-0.00014	0.42	0.16	0.02	0.08	1091	94.0	False	-0.022	-0.010088	0.914367	-0.0287	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10652285	-46090	-9e-05	0.42	0.04	0.01	0.05	1090	93.9	False	-0.014	-0.00797	0.914367	-0.0227	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10655416	-42959	-0.00028	0.42	0.31	0.04	0.13	1105	95.2	False	-0.045	-0.009311	0.914367	-0.0255	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10657443	-40932	0.00047	0.42	0.27	0.05	0.16	179	15.4	False	0.074	-0.013587	0.914367	-0.025	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10678621	-19754	-5e-05	0.42	0.31	0.1	0.11	799	68.8	False	-0.008	0.073544	0.914367	0.2435	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10682706	-15669	-3e-05	0.42	0.54	0.06	0.05	799	68.8	False	-0.004	0.07358	0.914367	0.2432	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10683861	-14514	-7e-05	0.42	-0.0	0.14	0.14	800	68.9	False	-0.011	0.074107	0.914367	0.2444	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10688100	-10275	-3e-05	0.42	0.42	0.07	0.07	801	69.0	False	-0.005	0.073843	0.914367	0.2436	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10691134	-7241	-4e-05	0.42	0.36	0.09	0.09	800	68.9	False	-0.007	0.073795	0.914367	0.2437	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10693740	-4635	-0.0002	0.42	0.25	0.42	0.55	799	68.8	False	-0.032	0.074579	0.914367	0.2465	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10698698	323	0.00627	0.42	0.14	0.06	0.34	2	0.2	False	1.0	0.0	0.914367	nan	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10699098	723	-0.00016	0.42	0.45	0.31	0.39	846	72.9	False	-0.026	0.06291	0.914367	0.208	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10700104	1729	-0.0005	0.42	0.2	1.03	1.42	790	68.0	True	-0.08	0.072306	0.914367	0.239	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10700982	2607	-0.00016	0.42	0.44	0.3	0.38	849	73.1	False	-0.025	0.064844	0.914367	0.2139	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10702151	3776	-9e-05	0.42	0.01	0.18	0.19	789	68.0	False	-0.014	0.073099	0.914367	0.2419	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10706896	8521	-7e-05	0.42	-0.06	0.15	0.13	803	69.2	False	-0.012	0.070778	0.914367	0.2333	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10707799	9424	-6e-05	0.42	0.15	0.11	0.13	802	69.1	False	-0.009	0.072166	0.914367	0.2384	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10707964	9589	-4e-05	0.42	0.36	0.08	0.09	802	69.1	False	-0.007	0.072166	0.914367	0.2384	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10708024	9649	-9e-05	0.42	-0.07	0.18	0.18	802	69.1	False	-0.014	0.072166	0.914367	0.2384	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10708238	9863	-5e-05	0.42	0.29	0.09	0.1	801	69.0	False	-0.007	0.071989	0.914367	0.2381	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10708361	9986	-0.0001	0.42	-0.07	0.21	0.2	800	68.9	False	-0.017	0.071345	0.914367	0.2355	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10709079	10704	-4e-05	0.42	0.4	0.08	0.08	801	69.0	False	-0.007	0.073729	0.914367	0.2432	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10709229	10854	-0.0001	0.42	0.0	0.19	0.21	801	69.0	False	-0.015	0.071989	0.914367	0.2381	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10709293	10918	-0.00011	0.42	-0.06	0.22	0.21	801	69.0	False	-0.017	0.072087	0.914367	0.2381	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10709407	11032	-6e-05	0.42	0.22	0.11	0.12	801	69.0	False	-0.009	0.071989	0.914367	0.2381	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10709892	11517	-3e-05	0.42	0.46	0.06	0.06	801	69.0	False	-0.005	0.071969	0.914367	0.2377	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10711125	12750	-0.00068	0.42	-0.39	1.33	0.85	801	69.0	False	-0.109	0.071833	0.914367	0.2372	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10711356	12981	-0.00021	0.42	0.03	0.44	0.51	801	69.0	False	-0.034	0.071566	0.914367	0.2364	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10711552	13177	-7e-05	0.42	-0.06	0.14	0.13	801	69.0	False	-0.011	0.071427	0.914367	0.2349	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10712336	13961	-6e-05	0.42	0.12	0.13	0.14	801	69.0	False	-0.01	0.070037	0.914367	0.231	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10712595	14220	-7e-05	0.42	-0.01	0.13	0.13	801	69.0	False	-0.011	0.071989	0.914367	0.2381	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10713266	14891	-5e-05	0.42	0.31	0.1	0.11	802	69.1	False	-0.008	0.071896	0.914367	0.2362	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10713964	15589	-8e-05	0.42	-0.07	0.15	0.14	801	69.0	False	-0.012	0.071989	0.914367	0.2381	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10714413	16038	-5e-05	0.42	0.27	0.1	0.11	801	69.0	False	-0.008	0.071989	0.914367	0.2381	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10716266	17891	-0.00015	0.42	0.29	0.3	0.38	802	69.1	False	-0.023	0.071201	0.914367	0.2353	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10717484	19109	-6e-05	0.42	0.07	0.13	0.14	802	69.1	False	-0.01	0.07122	0.914367	0.235	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10718988	20613	-9e-05	0.42	0.12	0.17	0.19	802	69.1	False	-0.014	0.071201	0.914367	0.2353	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10719460	21085	-0.0002	0.42	0.47	0.4	0.51	802	69.1	False	-0.031	0.071201	0.914367	0.2353	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10720264	21889	-0.00013	0.42	0.17	0.26	0.29	801	69.0	False	-0.02	0.071989	0.914367	0.2381	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10721715	23340	-4e-05	0.42	0.41	0.09	0.09	802	69.1	False	-0.007	0.073233	0.914367	0.2413	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10722017	23642	-3e-05	0.42	0.44	0.06	0.06	803	69.2	False	-0.005	0.071201	0.914367	0.2353	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10722044	23669	-4e-05	0.42	0.33	0.08	0.09	801	69.0	False	-0.007	0.071989	0.914367	0.2381	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10725607	27232	-4e-05	0.42	0.37	0.09	0.09	803	69.2	False	-0.007	0.072013	0.914367	0.2379	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10725941	27566	-4e-05	0.42	0.43	0.08	0.08	803	69.2	False	-0.006	0.072013	0.914367	0.2379	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10728238	29863	-3e-05	0.42	0.51	0.05	0.05	802	69.1	False	-0.004	0.072459	0.914367	0.2391	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10728771	30396	-6e-05	0.42	0.11	0.11	0.13	804	69.3	False	-0.009	0.072146	0.914367	0.2376	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10729218	30843	-5e-05	0.42	0.27	0.11	0.12	788	67.9	False	-0.009	0.071411	0.914367	0.2343	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10729375	31000	-4e-05	0.42	0.33	0.09	0.09	804	69.3	False	-0.007	0.072146	0.914367	0.2376	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10729658	31283	-3e-05	0.42	0.39	0.06	0.07	804	69.3	False	-0.005	0.072493	0.914367	0.2393	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10733965	35590	-3e-05	0.42	0.49	0.05	0.05	824	71.0	False	-0.005	0.067399	0.914367	0.2241	0.0494507	0.047580283135175705	0.0014645199079665215
SCO1	ENSG00000133028	17	10672474	10698375	-	10698375	10786469	88094	-4e-05	0.42	0.45	0.05	0.05	944	81.3	False	-0.006	0.038124	0.914367	0.1248	0.0494507	0.047580283135175705	0.0014645199079665215
GSTT2B	ENSG00000133433	22	23957414	23961186	-	23961186	23896487	-64699	0.09978	0.86	0.84	0.02	0.06	632	54.4	False	0.118	-0.219454	5.775464	-0.1646	31.689495	28.237097024917603	2.3143416171622815
GSTT2B	ENSG00000133433	22	23957414	23961186	-	23961186	23896643	-64543	0.10133	0.86	0.77	0.02	0.08	634	54.6	False	0.12	-0.219211	5.775464	-0.1643	31.689495	28.237097024917603	2.3143416171622815
GSTT2B	ENSG00000133433	22	23957414	23961186	-	23961186	23955008	-6178	0.18029	0.86	-0.28	-0.03	0.28	943	81.2	False	0.213	-0.849727	5.775464	-0.6594	31.689495	28.237097024917603	2.3143416171622815
GSTT2B	ENSG00000133433	22	23957414	23961186	-	23961186	23955100	-6086	0.15891	0.86	0.54	-0.02	0.43	942	81.1	False	0.188	-0.851086	5.775464	-0.6615	31.689495	28.237097024917603	2.3143416171622815
GSTT2B	ENSG00000133433	22	23957414	23961186	-	23961186	23955995	-5191	0.2509	0.86	-0.36	-0.04	0.29	942	81.1	False	0.297	-0.84117	5.775464	-0.6554	31.689495	28.237097024917603	2.3143416171622815
GSTT2B	ENSG00000133433	22	23957414	23961186	-	23961186	23956416	-4770	0.19719	0.86	-0.26	0.0	0.11	91	7.8	False	0.233	-1.300426	5.775464	-0.4042	31.689495	28.237097024917603	2.3143416171622815
GSTT2B	ENSG00000133433	22	23957414	23961186	-	23961186	23970015	8829	0.15503	0.86	0.64	-0.02	0.11	917	79.0	False	0.183	-0.640334	5.775464	-0.4917	31.689495	28.237097024917603	2.3143416171622815
GSTT2B	ENSG00000133433	22	23957414	23961186	-	23961186	23996492	35306	-0.15011	0.86	0.8	0.05	0.18	331	28.5	False	-0.178	0.969866	5.775464	0.5407	31.689495	28.237097024917603	2.3143416171622815
GSTT2B	ENSG00000133433	22	23957414	23961186	-	23961186	23997244	36058	-0.17046	0.86	0.18	0.06	0.52	334	28.8	True	-0.202	0.976197	5.775464	0.5457	31.689495	28.237097024917603	2.3143416171622815
C1QTNF6	ENSG00000133466	22	37180167	37199385	-	37199385	37198880	-505	-0.05186	0.96	0.83	0.16	0.17	1088	93.7	False	-0.116	-0.14746	3.181337	-0.171	1.3544967	5.28903603553772	0.13671886529212351
C1QTNF6	ENSG00000133466	22	37180167	37199385	-	37199385	37199116	-269	-0.06525	0.96	0.67	0.2	0.26	569	49.0	False	-0.146	-0.062935	3.181337	-0.0795	1.3544967	5.28903603553772	0.13671886529212351
C1QTNF6	ENSG00000133466	22	37180167	37199385	-	37199385	37199446	61	-0.04381	0.96	0.95	0.12	0.11	418	36.0	False	-0.098	-0.299084	3.181337	-0.3148	1.3544967	5.28903603553772	0.13671886529212351
C1QTNF6	ENSG00000133466	22	37180167	37199385	-	37199385	37199625	240	0.44633	0.96	0.42	0.14	0.44	12	1.0	True	1.0	-0.170766	3.181337	-0.0352	1.3544967	5.28903603553772	0.13671886529212351
ADCK2	ENSG00000133597	7	140673153	140696261	+	140673153	140673089	-64	-0.59177	0.99	0.97	0.32	0.98	148	12.7	True	-1.0	-0.149411	1.216018	-0.214	1.5207661	4.982768654823303	0.141576921822693
IPO8	ENSG00000133704	12	30628988	30695986	-	30695986	30695741	-245	-0.51609	0.95	0.95	0.37	0.97	507	43.7	True	-0.846	-0.113248	1.010342	-0.3522	5.4442205	3.358515739440918	0.22395236138691502
ELP3	ENSG00000134014	8	28089673	28191156	+	28089673	28083827	-5846	2e-05	0.79	0.74	0.06	0.06	621	53.5	False	0.058	0.09607	0.706461	0.3724	0.006007757	0.001345757395029068	9.158293061616061e-05
ELP3	ENSG00000134014	8	28089673	28191156	+	28089673	28088856	-817	4e-05	0.79	0.84	0.1	0.07	633	54.5	False	0.094	0.095169	0.706461	0.3721	0.006007757	0.001345757395029068	9.158293061616061e-05
ELP3	ENSG00000134014	8	28089673	28191156	+	28089673	28090017	344	0.0004	0.79	0.97	1.91	1.23	771	66.4	True	1.0	0.081644	0.706461	0.3328	0.006007757	0.001345757395029068	9.158293061616061e-05
ARL8B	ENSG00000134108	3	5122220	5180912	+	5122220	5121356	-864	0.29565	0.88	0.79	0.02	0.11	1095	94.3	False	0.05	0.088767	0.954871	0.2411	82.10497	29.882625579833984	2.153258754004899
ARL8B	ENSG00000134108	3	5122220	5180912	+	5122220	5122339	119	5.91719	0.88	0.51	0.09	0.58	5	0.4	True	1.0	0.047468	0.954871	0.0166	82.10497	29.882625579833984	2.153258754004899
ARL8B	ENSG00000134108	3	5122220	5180912	+	5122220	5123170	950	-0.52364	0.88	0.74	0.02	0.32	434	37.4	False	-0.088	-0.076234	0.954871	-0.2012	82.10497	29.882625579833984	2.153258754004899
ARL8B	ENSG00000134108	3	5122220	5180912	+	5122220	5123291	1071	-0.77039	0.88	0.45	0.01	0.06	56	4.8	False	-0.13	-0.067764	0.954871	-0.0622	82.10497	29.882625579833984	2.153258754004899
ARL8B	ENSG00000134108	3	5122220	5180912	+	5122220	5126834	4614	-0.2989	0.88	0.74	0.02	0.2	561	48.3	False	-0.051	-0.09354	0.954871	-0.2696	82.10497	29.882625579833984	2.153258754004899
ARL8B	ENSG00000134108	3	5122220	5180912	+	5122220	5151856	29636	-0.28287	0.88	0.84	0.02	0.08	578	49.8	False	-0.048	-0.095317	0.954871	-0.2806	82.10497	29.882625579833984	2.153258754004899
GSTM3	ENSG00000134202	1	109733932	109741038	-	109741038	109740350	-688	-0.00554	0.98	0.89	0.07	0.06	930	80.1	False	-0.049	0.381017	1.657745	0.5736	0.11221032	0.22653909027576447	0.009881727041373184
GSTM3	ENSG00000134202	1	109733932	109741038	-	109741038	109740961	-77	0.11384	0.98	0.19	0.01	0.19	1	0.1	False	1.0	0.438014	1.657745	0.0318	0.11221032	0.22653909027576447	0.009881727041373184
GSTM3	ENSG00000134202	1	109733932	109741038	-	109741038	109741163	125	-0.006	0.98	0.82	0.08	0.6	931	80.2	True	-0.053	0.380474	1.657745	0.5719	0.11221032	0.22653909027576447	0.009881727041373184
NAPG	ENSG00000134265	18	10525905	10552761	+	10525905	10526266	361	-1.3544	0.95	0.95	-0.0	0.87	618	53.2	True	-0.189	-0.077096	1.21019	-0.2107	51.004913	17.671295166015625	1.2940040007478997
MPHOSPH6	ENSG00000135698	16	82147798	82170226	-	82170226	82170153	-73	-2.22345	0.72	0.54	0.01	0.75	1099	94.7	True	-1.0	-0.105631	1.068626	-0.2883	20.960957	7.947999000549316	0.5686497907432196
MPHOSPH6	ENSG00000135698	16	82147798	82170226	-	82170226	82170181	-45	-2.11148	0.72	0.89	0.84	0.49	902	77.7	False	-0.95	-0.09037	1.068626	-0.2826	20.960957	7.947999000549316	0.5686497907432196
RNASEL	ENSG00000135828	1	182573634	182589256	-	182589256	182589381	125	0.1786	0.99	0.93	0.24	0.83	726	62.5	True	0.314	0.162021	1.30215	0.3719	5.605493	4.3147313594818115	0.298949292190402
VILL	ENSG00000136059	3	37988059	38007188	+	37988059	37987184	-875	0.0038	0.98	0.92	0.21	0.66	396	34.1	True	0.243	-0.249267	1.564942	-0.3551	0.04651519	0.11655924469232559	0.004097396514757135
VILL	ENSG00000136059	3	37988059	38007188	+	37988059	37987929	-130	-0.01562	0.98	0.19	0.02	0.2	1	0.1	False	-1.0	0.117423	1.564942	0.0105	0.04651519	0.11655924469232559	0.004097396514757135
VILL	ENSG00000136059	3	37988059	38007188	+	37988059	37988205	146	-0.01069	0.98	0.25	0.01	0.06	1	0.1	False	-0.684	0.0	1.564942	nan	0.04651519	0.11655924469232559	0.004097396514757135
RNASEH2B	ENSG00000136104	13	50909678	50973745	+	50909678	50909867	189	0.71709	0.98	0.78	0.27	0.79	56	4.8	True	1.0	-0.466698	0.969785	-0.3618	2.5111563	3.402230978012085	0.16360497126977516
RNASEH2B	ENSG00000136104	13	50909678	50973745	+	50909678	50910220	542	-0.14908	0.98	0.9	0.09	0.12	1015	87.4	False	-0.208	0.222732	0.969785	0.5306	2.5111563	3.402230978012085	0.16360497126977516
CIB2	ENSG00000136425	15	78104606	78131544	-	78131544	78131254	-290	0.31396	0.78	0.74	1.07	1.25	515	44.4	True	0.111	0.31007	1.318954	0.5362	1.551074	3.757730007171631	0.16643382541455337
ZSCAN9	ENSG00000137185	6	28224886	28233482	+	28224886	28225193	307	0.00619	0.82	0.91	1.06	1.11	86	7.4	True	1.0	0.298378	0.751381	0.3123	0.04193338	0.03884429484605789	0.0019697914738084324
GGH	ENSG00000137563	8	63015079	63039171	-	63039171	63038892	-279	0.1255	0.99	0.92	0.05	0.18	556	47.9	False	0.237	0.13391	1.776658	0.2486	0.9794212	2.5887264609336853	0.08899619842828316
GGH	ENSG00000137563	8	63015079	63039171	-	63039171	63039122	-49	-0.19125	0.99	0.74	0.1	0.72	594	51.2	True	-0.362	-0.096111	1.776658	-0.1823	0.9794212	2.5887264609336853	0.08899619842828316
ADCY3	ENSG00000138031	2	24819169	24919839	-	24919839	24913997	-5842	-0.29916	0.97	0.92	0.04	0.13	816	70.3	False	-0.291	-0.118646	1.014606	-0.3586	10.094543	3.649118423461914	0.3237384690255498
ADCY3	ENSG00000138031	2	24819169	24919839	-	24919839	24919937	98	-0.94951	0.97	0.76	0.39	0.68	436	37.6	True	-0.925	-0.093993	1.014606	-0.2404	10.094543	3.649118423461914	0.3237384690255498
PREB	ENSG00000138073	2	27130756	27134675	-	27134675	27056145	-78530	0.04368	0.25	0.34	0.06	0.06	147	12.7	False	0.036	-0.009568	1.020101	-0.0187	25.914507	5.424943923950195	0.34481415687388256
PREB	ENSG00000138073	2	27130756	27134675	-	27134675	27078536	-56139	-0.08716	0.25	0.34	0.08	0.07	119	10.2	False	-0.071	0.036377	1.020101	0.0605	25.914507	5.424943923950195	0.34481415687388256
PREB	ENSG00000138073	2	27130756	27134675	-	27134675	27105685	-28990	-0.01921	0.25	0.37	0.08	0.06	909	78.3	False	-0.016	0.017414	1.020101	0.067	25.914507	5.424943923950195	0.34481415687388256
PREB	ENSG00000138073	2	27130756	27134675	-	27134675	27112718	-21957	0.02432	0.25	0.39	0.08	0.06	738	63.6	False	0.02	-0.02577	1.020101	-0.0935	25.914507	5.424943923950195	0.34481415687388256
PREB	ENSG00000138073	2	27130756	27134675	-	27134675	27113564	-21111	0.02002	0.25	0.36	0.07	0.06	737	63.5	False	0.016	-0.026099	1.020101	-0.095	25.914507	5.424943923950195	0.34481415687388256
PREB	ENSG00000138073	2	27130756	27134675	-	27134675	27125161	-9514	0.02857	0.25	0.35	0.13	0.13	705	60.7	False	0.023	-0.048836	1.020101	-0.1783	25.914507	5.424943923950195	0.34481415687388256
PREB	ENSG00000138073	2	27130756	27134675	-	27134675	27125819	-8856	0.02616	0.25	0.38	0.13	0.12	785	67.6	False	0.021	-0.040488	1.020101	-0.1516	25.914507	5.424943923950195	0.34481415687388256
